id,source,N1,gender,age,A5_tiktok,A5_shopee,A5_lazada,A5_facebook,A5_other,C1,education,occupation,income,relationship,D1,D2,D3,D4,D5,D6,EXP1,EXP2,EXP3,EXP4,EXP5,EXP6,IBT1,IBT2,IBT3,IBT4,IBT5,IBT6,IBT7,IBT8,IBT9,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,IMC1,SE1,SE2,SE3,SE4,SII1,SII2,SII3,SII4,IMC2,IPB1,IPB2,IPB3,IPB4,IPB5,IPB6,CONSIST1,MA1,MA2,MA3,TA1,TA2,TA3,MOOD1,MOOD2,FOMO1,FOMO2,FOMO3,A2_T2,A3_T2,EXP1_T2,EXP2_T2,EXP3_T2,EXP4_T2,EXP5_T2,EXP6_T2,EXP7_T2,EXP8_T2,PS1_T2,PS2_T2,PS3_T2,PS4_T2,PS5_T2,PSI1_T2,PSI2_T2,PSI3_T2,PSI4_T2,PSI5_T2,EA1_T2,EA2_T2,EA3_T2,EA4_T2,IMC1_T2,SP1_T2,SP2_T2,SP3_T2,SP4_T2,MV1_T2,MV2_T2,UBI1_T2,UBI2_T2,UBI3_T2,UBI4_T2,IPB1_T2,IPB2_T2,IPB3_T2,IPB4_T2,IPB5_T2,IPB6_T2,IMC2_T2,MA1_T2,MA2_T2,MA3_T2,TA1_T2,TA2_T2,TA3_T2,PEER1,PEER2,PEER3,MOOD1_T2,MOOD2_T2,L1
39,0,VY1302,2,25,1,0,1,0,0,2,3,3,5.0,2,3,3.0,3,4,4,0,1,3.8,4,6,3,2,5,4,5,5.0,5.0,6,5.0,2,5.0,3.0,4.0,6,6.0,6,4.0,5,4,3.0,3.0,4.0,7,5,5,4,6,5,5,6,4,5,3,1,10,4,5,5,4,5,5,3,5,4,5,5,3,5,4,3,3,2,4,1,0.0,3.8,3,3,3,2,5,1,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,4.0,4,4,4,5,5,4,4,4,4,8,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,1
40,0,PI2010,2,29,1,0,1,0,0,1,3,3,3.0,2,3,3.0,2,2,2,3,3,4.7,3,2,2,2,5,3,2,2.0,3.0,4,4.0,4,2.0,6.0,3.0,3,2.0,4,7.0,4,2,3.0,3.0,6.0,3,3,5,4,3,3,4,6,4,4,4,1,2,2,4,4,3,3,2,3,3,4,3,6,4,4,4,3,4,3,3,1,16.0,13.4,2,6,4,2,2,4,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,3.0,5.0,3.0,3,7.0,4,4,5,5,5,6,5,6,5,6,6,6,3,6,6,5,3,6,2,5,4,3,1,2,2,3,3,0
41,0,MA2805,2,30,1,0,0,0,0,2,3,3,3.0,1,1,,4,3,5,4,19,12.4,4,17,5,3,4,2,2,1.0,3.0,2,2.0,6,3.0,5.0,2.0,2,3.0,3,6.0,4,4,3.0,3.0,4.0,4,2,5,3,4,3,4,2,3,5,5,1,2,1,4,5,3,4,3,6,2,5,4,5,6,3,4,2,2,2,1,1,12.0,1.7,4,7,4,4,5,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3.0,3,3,3,4,5,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,0
42,0,LU0403,2,31,0,1,1,0,0,2,3,3,3.0,2,2,4.0,4,2,4,0,43,6.6,3,48,4,3,4,4,1,4.0,5.0,4,3.0,5,3.0,4.0,5.0,7,3.0,4,5.0,4,1,5.0,5.0,3.0,7,4,5,4,5,5,2,2,3,4,5,2,7,4,2,5,5,4,2,3,4,4,1,5,2,3,2,5,4,3,2,1,105.0,10.9,5,5,4,3,3,3,4.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3,3.0,2,2,3,4,5,4,4,2,4,5,6,4,3,4,4,5,3,2,2,4,4,4,3,2,4,4,3,0
43,0,TI1112,1,35,0,0,1,1,0,2,1,3,3.0,2,3,4.0,4,1,4,4,33,7.9,4,5,4,4,4,3,4,4.0,5.0,5,3.0,3,5.0,4.0,6.0,6,5.0,5,3.0,5,3,6.0,7.0,3.0,7,6,5,4,6,6,3,4,3,4,4,1,0,2,2,4,3,4,4,6,2,4,4,5,4,4,3,2,2,3,3,1,11.0,4.8,4,2,5,3,1,2,5.0,5.0,3.0,2.0,4.0,3.0,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,3,6.0,4,3,6,4,3,4,3,4,3,4,4,4,5,5,3,5,4,4,3,3,6,2,2,4,3,3,2,1
44,0,CO1908,2,26,1,0,0,0,0,2,3,3,3.0,1,1,2.0,1,1,3,4,8,4.0,2,6,1,5,5,4,6,5.0,5.0,5,7.0,3,4.0,1.0,4.0,6,6.0,7,4.0,7,3,5.0,5.0,3.0,6,5,5,4,4,4,2,5,5,4,5,7,6,4,4,5,3,5,5,4,3,7,3,5,4,3,4,2,4,4,1,0,9.0,4.4,1,2,2,2,2,3,6.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,5.0,6.0,2.0,3.0,4.0,4.0,3,6.0,5,6,6,5,6,4,6,4,5,15,6,5,5,4,6,5,3,4,4,4,5,2,4,5,5,3,3,0
45,0,DU0201,2,27,1,0,1,0,0,2,3,3,6.0,3,3,2.0,1,3,4,4,7,3.4,2,3,2,3,4,3,4,2.0,4.0,5,5.0,5,3.0,4.0,3.0,5,3.0,4,4.0,4,2,4.0,4.0,3.0,5,4,5,4,5,5,5,4,3,2,5,1,0,2,3,3,3,4,3,6,3,6,6,3,5,3,3,3,4,5,3,1,7.0,6.3,1,1,2,4,2,1,3.0,6.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,3,4.0,5,4,5,6,7,3,3,3,2,2,2,3,3,5,4,3,5,5,5,2,6,2,2,1,2,3,3,0
46,0,KH2211,2,24,0,0,1,1,0,1,3,3,5.0,1,4,2.0,1,0,3,3,4,1.5,1,4,2,4,3,4,4,3.0,2.0,4,2.0,2,3.0,4.0,4.0,4,4.0,6,2.0,4,4,2.0,4.0,4.0,4,2,5,3,5,6,4,4,3,4,4,1,3,1,2,4,3,3,4,3,2,4,3,4,4,5,4,3,3,3,4,1,19.0,4.6,3,3,3,5,3,4,4.0,5.0,5.0,4.0,4.0,3.0,,5.0,7.0,5.0,6.0,4.0,3.0,5.0,3,4.0,5,4,4,7,7,5,3,6,3,3,3,3,2,4,5,5,5,3,4,4,4,4,5,4,3,5,4,0
47,0,SO1504,2,32,1,0,0,0,0,1,4,3,4.0,1,1,,5,2,5,4,10,12.3,5,3,5,4,4,4,4,4.0,4.0,4,4.0,4,4.0,4.0,4.0,4,4.0,4,4.0,4,4,4.0,4.0,4.0,4,4,5,4,4,4,4,4,4,4,4,1,1,2,1,4,4,4,2,4,4,4,4,4,4,3,4,2,2,2,1,1,1.0,5.0,4,3,3,3,3,1,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,3,6.0,6,4,6,4,5,3,3,4,4,6,3,3,4,6,3,5,3,6,2,3,3,3,3,1,2,5,4,0
48,0,ME3101,2,25,1,1,1,0,0,2,2,3,1.0,2,2,3.0,3,3,5,3,16,6.4,2,5,2,2,2,1,2,2.0,2.0,5,3.0,6,1.0,4.0,5.0,5,3.0,4,4.0,5,4,5.0,4.0,5.0,5,4,5,5,3,4,3,3,4,3,5,1,1,3,4,4,5,4,2,5,5,4,5,4,5,4,3,2,2,2,2,1,5.0,13.3,4,9,4,5,2,1,5.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,7.0,4.0,5.0,5.0,5.0,4.0,3,5.0,4,4,5,7,7,5,5,5,3,4,5,5,4,3,5,5,1,7,2,2,3,4,2,4,3,5,4,1
49,0,LA0907,2,26,0,1,0,0,0,2,4,3,6.0,2,2,2.0,2,2,2,3,5,2.2,1,3,2,2,3,3,3,3.0,3.0,3,3.0,3,3.0,3.0,3.0,3,3.0,3,3.0,3,3,3.0,3.0,3.0,3,3,5,3,3,3,3,3,3,3,3,1,2,1,2,3,3,3,4,3,3,3,3,3,3,4,4,5,4,4,2,1,8.0,3.6,3,2,3,3,5,2,5.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,3,3.0,5,4,5,6,6,5,2,3,4,2,3,2,3,3,3,3,2,6,3,3,5,2,4,6,5,4,4,1
50,0,PH0609,1,25,1,0,0,0,0,2,4,3,1.0,2,1,1.0,1,1,5,3,1,1.3,1,0,1,5,3,3,3,4.0,4.0,5,5.0,4,6.0,6.0,3.0,4,3.0,2,6.0,6,5,4.0,4.0,7.0,3,4,5,4,5,5,5,2,4,3,3,1,1,1,2,1,3,4,4,4,4,2,6,4,5,4,3,5,5,4,1,1,9.0,5.7,1,4,3,3,1,3,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,2.0,3.0,3.0,2.0,3,3.0,4,3,3,6,7,5,4,3,3,2,5,4,4,6,5,6,3,2,4,4,2,5,6,5,3,2,4,1
51,0,VA2403,2,28,1,1,0,0,0,2,3,3,4.0,2,2,3.0,4,1,5,2,17,7.6,3,1,3,3,3,4,4,4.0,3.0,3,4.0,4,5.0,4.0,4.0,5,3.0,6,4.0,6,2,3.0,7.0,4.0,6,6,5,4,4,5,5,3,1,2,3,1,5,3,1,3,3,5,4,3,5,3,4,4,4,4,4,1,3,3,2,1,7.0,1.4,3,14,3,3,1,1,4.0,5.0,5.0,6.0,6.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,3,2.0,4,3,4,2,4,5,6,4,5,4,3,4,4,2,4,3,4,6,3,2,5,3,4,3,5,3,3,0
52,0,RY1710,2,28,0,0,0,1,0,1,2,3,4.0,3,4,4.0,4,2,5,5,13,13.5,3,1,4,4,3,3,2,3.0,2.0,4,4.0,5,4.0,5.0,3.0,3,4.0,5,6.0,3,5,3.0,4.0,6.0,2,1,5,5,5,4,5,4,3,2,5,1,3,2,3,3,4,5,2,5,5,4,2,3,3,2,3,2,3,4,4,1,3.0,3.0,2,0,2,1,2,4,4.0,4.0,2.0,2.0,3.0,,5.0,5.0,5.0,3.0,7.0,6.0,5.0,4.0,3,2.0,4,2,2,4,5,2,3,4,3,1,4,4,4,4,4,3,2,3,3,2,5,2,2,3,4,4,3,1
53,0,NO0312,2,24,0,1,1,0,0,1,2,3,1.0,1,2,2.0,1,2,2,2,14,8.7,2,3,3,5,6,6,5,4.0,4.0,4,4.0,5,5.0,1.0,7.0,4,5.0,4,3.0,5,1,5.0,5.0,4.0,6,6,5,4,4,4,4,7,4,5,6,1,0,2,2,4,3,5,4,1,5,1,4,4,4,2,2,3,2,2,2,0,16.0,13.5,5,2,5,4,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,5.0,5,5,5,3,3,5,5,5,5,0,3,4,5,5,5,4,5,5,5,5,5,5,5,4,4,3,2,1
54,0,TE1206,2,35,0,0,0,1,0,2,3,3,5.0,2,4,,4,4,5,4,0,12.3,4,2,5,3,5,5,4,4.0,5.0,4,3.0,2,3.0,4.0,3.0,5,5.0,4,4.0,6,3,4.0,5.0,6.0,6,4,5,4,5,5,5,5,4,4,5,1,2,2,4,4,4,4,4,4,3,5,3,7,2,4,4,3,2,2,1,1,50.0,19.6,5,24,5,4,3,2,4.0,5.0,4.0,2.0,3.0,5.0,6.0,4.0,4.0,3.0,5.0,3.0,5.0,6.0,3,6.0,6,7,5,4,3,4,3,3,7,9,6,6,5,4,6,6,3,5,3,5,6,4,5,3,4,4,5,0
55,0,RA2502,2,23,1,1,1,0,0,1,3,3,6.0,3,1,2.0,2,2,5,4,6,1.9,2,8,2,2,4,3,4,3.0,3.0,3,5.0,6,4.0,3.0,4.0,5,5.0,3,4.0,5,3,4.0,4.0,5.0,4,4,5,5,5,4,4,4,4,4,6,2,2,2,3,3,5,5,4,4,2,4,3,6,3,4,3,4,3,4,1,1,9.0,1.5,1,0,1,2,3,4,3.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,4.0,3,5.0,5,4,4,5,4,2,3,3,4,5,3,5,3,3,4,4,3,7,2,4,2,4,4,4,4,3,3,1
56,0,GI2105,1,23,1,1,1,0,0,1,3,3,4.0,3,1,1.0,1,2,4,1,8,1.0,1,0,1,3,3,3,2,2.0,4.0,3,3.0,5,3.0,3.0,3.0,4,5.0,5,3.0,7,3,4.0,6.0,4.0,6,4,5,4,5,5,2,1,1,2,3,1,3,3,2,3,2,5,3,1,6,2,3,6,4,2,3,2,2,1,1,1,8.0,1.3,2,1,2,3,6,1,,1.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3,3.0,3,2,2,5,5,2,4,2,3,0,1,1,1,2,1,1,3,6,3,1,5,4,2,3,2,2,2,1
57,0,BO0804,2,29,1,1,0,0,0,2,3,3,5.0,2,1,4.0,4,1,4,3,20,2.2,4,3,4,3,5,3,4,4.0,4.0,5,3.0,4,5.0,2.0,4.0,7,4.0,7,2.0,6,2,6.0,5.0,4.0,6,4,5,5,4,6,5,5,6,6,5,2,1,1,1,3,2,3,4,6,3,5,4,3,5,5,4,4,4,5,1,0,18.0,3.2,3,3,3,2,1,1,6.0,5.0,6.0,7.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,3,4.0,4,4,3,4,5,4,4,3,6,2,6,6,6,4,6,5,5,4,5,4,5,2,6,4,5,4,3,1
58,0,MO0107,1,23,1,1,0,1,0,2,3,3,4.0,1,1,4.0,5,4,2,0,24,6.3,5,5,4,3,6,6,4,6.0,6.0,5,5.0,2,6.0,3.0,6.0,6,4.0,5,3.0,6,2,5.0,5.0,5.0,7,4,5,5,6,4,5,3,3,4,3,1,14,5,5,6,5,6,5,5,3,5,5,6,4,5,2,3,3,3,1,1,1.0,10.0,5,10,4,1,5,4,6.0,6.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0,4.0,6.0,5.0,3,6.0,6,4,5,2,2,3,4,4,3,4,6,6,6,6,7,6,3,4,3,2,5,4,5,4,4,5,5,0
59,0,SI1411,2,23,1,0,0,0,0,1,3,3,2.0,2,1,3.0,4,2,2,3,33,5.7,3,17,4,3,6,3,6,4.0,4.0,6,4.0,3,6.0,4.0,6.0,4,4.0,4,4.0,4,5,6.0,3.0,4.0,4,5,5,5,5,3,5,4,3,2,3,1,3,1,1,3,2,2,4,4,6,3,1,7,1,4,3,3,3,2,1,1,16.0,10.2,4,8,5,3,5,3,5.0,6.0,7.0,6.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,6.0,6.0,3,6.0,6,4,5,2,2,5,4,4,3,6,3,2,4,4,5,5,1,6,2,4,5,4,3,5,4,2,2,0
60,0,VI0503,2,30,1,1,0,0,0,1,3,3,99.0,1,2,2.0,2,1,3,2,16,3.2,2,1,1,3,3,3,3,2.0,3.0,3,4.0,5,3.0,6.0,3.0,5,1.0,2,4.0,4,4,4.0,3.0,6.0,5,4,5,5,5,6,6,3,2,2,3,1,6,2,3,3,3,3,3,4,4,4,6,1,5,4,3,3,3,2,2,0,18.0,2.6,2,5,2,2,3,3,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3,6.0,4,4,6,4,3,3,2,3,2,1,1,1,2,3,2,2,5,5,5,7,2,7,3,2,3,2,3,1
61,0,TU2910,2,27,0,1,0,0,0,2,3,3,4.0,1,2,,5,3,5,5,26,8.1,5,33,5,4,4,5,4,3.0,2.0,3,3.0,3,2.0,3.0,6.0,3,5.0,4,4.0,4,5,5.0,4.0,5.0,5,4,5,6,3,4,5,5,2,3,1,1,1,2,3,3,3,4,2,4,5,5,2,5,3,3,2,5,3,3,2,1,9.0,5.9,4,6,5,3,1,1,7.0,4.0,7.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,3,6.0,4,5,5,7,7,6,4,4,5,1,6,4,5,5,5,5,5,3,3,4,3,3,2,4,5,4,4,1
62,0,XA1808,2,30,1,0,0,0,0,2,3,3,2.0,3,1,4.0,4,4,4,4,13,8.7,5,15,5,2,5,3,4,4.0,3.0,4,3.0,3,5.0,5.0,4.0,5,6.0,5,5.0,6,4,4.0,4.0,4.0,5,3,5,5,5,5,4,6,6,6,6,2,1,3,3,4,3,5,4,4,4,4,2,7,4,2,3,3,4,4,1,1,29.0,6.9,5,23,3,2,3,3,5.0,4.0,3.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,5.0,6.0,6.0,5.0,3,6.0,7,5,5,5,4,4,5,1,4,2,4,3,4,3,5,4,5,4,4,3,5,3,6,5,5,4,3,1
63,0,DO0712,1,31,0,1,0,0,0,1,3,3,4.0,1,2,4.0,5,3,2,3,6,2.8,4,1,4,4,5,5,5,5.0,5.0,6,7.0,2,4.0,2.0,5.0,7,6.0,6,3.0,3,2,4.0,5.0,3.0,7,7,5,6,6,4,6,6,6,5,4,1,8,3,5,4,3,4,5,4,7,1,4,5,6,4,3,2,3,2,3,1,4.0,3.9,5,15,4,4,2,1,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,3,7.0,6,5,6,3,3,5,4,5,4,0,4,4,5,4,4,5,2,4,3,4,4,4,5,3,3,3,3,1
64,0,SY2004,2,32,1,0,0,1,0,1,2,3,2.0,1,1,,5,4,5,5,16,10.7,5,1,4,2,3,5,4,4.0,4.0,4,4.0,6,5.0,5.0,4.0,5,3.0,4,2.0,6,3,5.0,6.0,5.0,4,3,5,4,5,5,6,2,2,1,2,1,8,5,5,5,4,4,5,6,3,4,6,3,4,3,3,3,4,3,1,1,1.0,7.1,4,5,3,2,1,1,2.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,,3.0,3,4.0,6,4,6,2,1,6,4,5,5,9,6,6,5,4,4,4,5,3,5,2,4,3,2,2,1,3,4,1
65,0,LO0209,2,30,0,1,0,1,0,1,2,3,2.0,1,4,2.0,1,1,4,3,5,2.6,2,1,2,3,5,3,1,3.0,3.0,3,3.0,4,3.0,5.0,4.0,3,5.0,3,5.0,5,4,3.0,3.0,6.0,3,5,5,4,3,5,5,5,4,5,4,1,4,2,2,4,3,6,4,5,5,4,3,4,4,4,2,4,4,3,4,1,2.0,0.5,1,2,2,3,1,3,5.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,1.0,1.0,3,2.0,3,3,3,3,3,5,3,4,2,1,1,2,2,2,2,2,6,3,5,6,5,5,3,2,4,3,4,0
66,0,NE1101,2,25,1,1,0,1,0,1,2,3,3.0,3,1,3.0,4,1,5,4,2,11.4,3,9,3,5,4,3,5,3.0,3.0,5,4.0,3,4.0,3.0,4.0,5,5.0,4,2.0,4,4,4.0,5.0,1.0,4,5,5,5,5,6,5,5,6,4,4,1,5,1,2,1,3,2,5,5,5,3,2,5,3,4,4,3,4,4,1,1,19.0,2.4,5,0,3,4,5,3,6.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,6.0,4.0,7.0,6.0,6.0,4.0,3,3.0,2,2,3,3,4,5,4,5,2,7,6,6,3,4,5,5,5,3,5,2,5,3,5,4,5,3,3,0
67,0,TA0911,1,23,1,0,0,0,0,2,3,3,3.0,3,1,,5,4,3,4,22,15.4,5,13,5,4,2,2,1,2.0,1.0,2,3.0,5,2.0,5.0,4.0,5,3.0,4,5.0,6,2,4.0,3.0,4.0,3,5,5,2,3,3,2,4,2,3,5,1,1,1,5,2,2,4,1,3,4,4,4,5,3,3,3,1,1,2,1,1,5.0,8.7,5,0,5,2,2,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,5.0,5,5,5,6,7,5,5,5,5,7,4,4,5,5,5,5,5,5,5,5,5,5,4,4,3,2,3,0
68,0,RU1602,2,28,0,1,1,0,0,2,3,3,2.0,4,2,2.0,3,1,2,5,1,1.8,3,6,2,5,3,4,4,2.0,3.0,2,5.0,5,4.0,3.0,5.0,7,4.0,4,3.0,6,3,4.0,7.0,4.0,4,5,5,4,4,5,4,3,4,3,4,1,1,2,3,4,3,4,4,4,4,3,3,6,3,3,5,4,2,2,2,1,10.0,4.6,1,2,2,4,2,1,4.0,4.0,5.0,6.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,3,4.0,6,4,6,7,7,4,5,4,3,0,2,3,3,1,3,3,4,5,4,3,4,5,3,1,2,4,3,1
69,0,PA2305,2,30,1,0,0,1,0,1,3,3,2.0,1,1,,5,4,4,5,16,19.3,4,14,5,3,6,7,5,5.0,5.0,4,4.0,3,6.0,2.0,7.0,7,5.0,6,2.0,5,2,6.0,7.0,2.0,5,6,5,4,5,6,5,3,3,3,4,1,1,5,5,4,4,4,5,5,2,6,5,1,4,3,4,3,3,2,1,1,9.0,10.3,2,12,3,4,3,3,4.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,5.0,3,5.0,4,4,5,2,2,3,3,4,3,2,4,3,4,5,4,4,5,4,5,3,4,3,2,4,4,3,3,0
70,0,MI2708,2,24,1,0,0,0,0,2,3,3,1.0,3,1,1.0,2,3,5,4,3,1.0,1,6,1,4,6,5,4,4.0,5.0,4,5.0,3,4.0,3.0,6.0,6,5.0,7,2.0,7,2,6.0,4.0,2.0,5,6,5,4,4,6,4,4,5,5,5,2,6,5,4,4,4,4,4,1,5,3,2,5,2,4,4,3,3,3,1,1,2.0,1.7,1,0,1,2,2,2,4.0,6.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,3,5.0,5,6,5,5,6,5,3,3,3,1,3,4,4,5,4,5,2,5,2,4,3,5,4,3,3,5,4,0
71,0,VO1512,2,27,1,1,0,0,0,1,3,3,4.0,2,2,3.0,2,2,4,3,8,2.6,2,1,3,5,3,1,3,4.0,2.0,4,3.0,4,3.0,4.0,2.0,5,5.0,3,5.0,5,3,4.0,5.0,5.0,5,2,5,5,3,5,2,4,3,4,5,1,2,3,3,3,4,3,2,5,4,5,4,4,5,3,3,2,2,2,2,0,0.0,3.7,3,7,3,5,2,1,6.0,7.0,5.0,3.0,5.0,6.0,7.0,6.0,6.0,4.0,4.0,3.0,2.0,4.0,3,4.0,6,5,5,4,2,3,3,3,3,5,4,5,4,4,6,5,3,3,4,2,2,4,6,3,2,4,4,1
72,0,HA0406,2,27,1,0,0,1,0,1,3,3,2.0,2,1,3.0,3,0,5,2,10,7.8,2,9,3,4,3,2,3,4.0,3.0,3,5.0,5,3.0,4.0,3.0,3,4.0,3,5.0,6,2,5.0,6.0,5.0,4,3,5,3,4,4,4,2,3,4,4,1,0,1,1,2,2,3,3,5,2,5,4,3,6,4,4,3,2,3,1,1,5.0,2.8,2,1,3,2,1,1,5.0,5.0,6.0,,6.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3,5.0,3,4,3,2,3,3,2,4,1,1,1,1,2,4,2,2,5,4,5,5,6,3,2,3,4,5,5,1
73,0,LI0104,1,23,1,0,0,0,0,2,1,3,6.0,1,1,2.0,1,0,5,2,3,2.1,1,0,2,3,4,4,2,2.0,2.0,4,1.0,5,4.0,3.0,5.0,6,5.0,5,2.0,7,2,3.0,6.0,1.0,6,6,5,4,6,6,3,7,6,4,6,2,0,0,1,3,1,1,3,4,3,4,5,3,4,3,4,2,3,3,1,1,5.0,2.4,3,2,2,4,5,2,4.0,3.0,4.0,3.0,4.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3,5.0,5,3,6,6,7,2,4,2,4,1,3,2,2,5,4,3,4,6,4,3,4,4,5,6,4,5,4,0
74,0,KE2201,2,28,0,1,1,1,0,2,3,3,5.0,1,2,3.0,3,2,4,2,6,4.8,3,1,2,3,5,5,5,5.0,5.0,5,5.0,5,5.0,5.0,5.0,5,5.0,5,5.0,5,5,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,5,5,5,3,5,5,5,5,5,5,3,3,3,3,2,1,1,1.0,2.5,3,0,2,2,2,2,5.0,3.0,5.0,3.0,5.0,3.0,5.0,6.0,6.0,6.0,4.0,2.0,5.0,5.0,3,,4,5,4,4,4,4,3,2,4,3,4,4,5,3,4,5,5,5,4,3,4,3,4,3,5,4,3,0
75,0,QU0810,2,27,1,0,0,0,0,2,3,3,2.0,3,1,,5,1,3,3,31,26.6,5,16,5,4,3,4,2,2.0,2.0,4,2.0,3,4.0,4.0,3.0,1,4.0,4,4.0,5,5,2.0,4.0,5.0,3,4,5,5,5,5,4,6,4,6,6,1,0,2,1,5,3,5,2,4,4,4,3,5,3,3,3,3,4,2,1,1,23.0,4.6,4,0,4,4,3,3,7.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,6.0,2,5.0,5,5,3,2,3,4,4,5,6,0,5,6,5,6,3,5,4,3,6,5,3,3,4,4,2,4,3,0
76,0,TE3005,2,31,1,1,0,1,0,2,4,3,3.0,3,1,4.0,5,4,5,0,11,5.8,3,25,4,1,5,5,5,6.0,4.0,5,6.0,2,5.0,3.0,5.0,6,5.0,5,4.0,6,2,6.0,6.0,2.0,5,5,5,6,6,5,6,2,2,2,2,1,10,4,3,6,6,5,6,2,6,3,6,4,5,3,4,3,2,3,1,1,19.0,3.3,3,1,2,4,4,1,5.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3,,4,2,3,6,7,4,4,4,5,0,4,4,1,4,4,3,3,5,3,4,3,4,3,3,2,3,4,0
77,0,BA2609,2,26,0,1,0,0,0,2,1,3,2.0,1,2,4.0,3,2,2,3,9,6.0,4,14,4,2,4,4,3,3.0,3.0,3,3.0,5,2.0,4.0,5.0,3,5.0,5,4.0,5,5,5.0,4.0,6.0,2,4,5,4,4,4,4,4,6,4,2,1,2,1,3,1,2,5,3,3,5,2,2,4,4,3,4,3,4,2,2,1,18.0,4.5,5,9,4,2,1,3,5.0,5.0,4.0,,4.0,4.0,4.0,3.0,3.0,4.0,6.0,7.0,6.0,5.0,3,4.0,6,5,6,5,4,4,5,6,4,0,3,1,2,3,3,2,3,3,3,2,7,3,4,4,4,4,4,0
78,0,NA1903,2,26,0,1,0,0,0,1,4,3,3.0,2,2,1.0,1,2,4,3,13,2.9,1,5,1,4,3,5,3,1.0,3.0,4,5.0,2,5.0,4.0,3.0,2,5.0,4,3.0,2,6,4.0,4.0,7.0,2,3,5,6,6,5,5,2,2,4,2,1,3,3,4,4,5,5,4,4,4,4,5,5,4,2,3,2,3,2,2,1,16.0,8.3,2,6,3,2,6,3,6.0,6.0,7.0,4.0,5.0,3.0,1.0,,1.0,2.0,4.0,4.0,2.0,2.0,3,3.0,4,3,2,5,4,3,3,4,4,2,3,4,4,5,5,4,4,5,4,2,5,3,4,3,3,2,2,1
