id,source,N1,gender,age,A5_tiktok,A5_shopee,A5_lazada,A5_facebook,A5_other,C1,education,occupation,income,relationship,D1,D2,D3,D4,D5,D6,EXP1,EXP2,EXP3,EXP4,EXP5,EXP6,IBT1,IBT2,IBT3,IBT4,IBT5,IBT6,IBT7,IBT8,IBT9,SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8,SC9,SC10,SC11,SC12,SC13,IMC1,SE1,SE2,SE3,SE4,SII1,SII2,SII3,SII4,IMC2,IPB1,IPB2,IPB3,IPB4,IPB5,IPB6,CONSIST1,MA1,MA2,MA3,TA1,TA2,TA3,MOOD1,MOOD2,FOMO1,FOMO2,FOMO3,A2_T2,A3_T2,EXP1_T2,EXP2_T2,EXP3_T2,EXP4_T2,EXP5_T2,EXP6_T2,EXP7_T2,EXP8_T2,PS1_T2,PS2_T2,PS3_T2,PS4_T2,PS5_T2,PSI1_T2,PSI2_T2,PSI3_T2,PSI4_T2,PSI5_T2,EA1_T2,EA2_T2,EA3_T2,EA4_T2,IMC1_T2,SP1_T2,SP2_T2,SP3_T2,SP4_T2,MV1_T2,MV2_T2,UBI1_T2,UBI2_T2,UBI3_T2,UBI4_T2,IPB1_T2,IPB2_T2,IPB3_T2,IPB4_T2,IPB5_T2,IPB6_T2,IMC2_T2,MA1_T2,MA2_T2,MA3_T2,TA1_T2,TA2_T2,TA3_T2,PEER1,PEER2,PEER3,MOOD1_T2,MOOD2_T2,L1
39,0,EN1003,2,28,0,0,1,0,0,1,3,3,2.0,2,3,4.0,3,3,4,5,25,2.3,4,0,3,2,4,3,2,4.0,4.0,4,4.0,4,3.0,4.0,5.0,6,5.0,6,3.0,6,2,4.0,3.0,4.0,4,5,5,4,5,5,5,3,2,3,4,2,2,2,5,4,4,4,4,6,2,5,3,6,3,4,3,3,3,3,3,0,27.0,5.5,3,1,5,1,5,3,5.0,4.0,,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,5.0,5,4.0,5,6,6,3,4,5,4,3,3,10,5,5,5,5,4,5,5,5,4,5,2,5,3,4,1,4,3,1
40,0,EN2309,1,33,0,1,0,0,0,2,3,4,4.0,3,2,3.0,2,0,2,2,5,6.1,2,4,3,1,5,5,3,3.0,3.0,4,,3,1.0,2.0,,7,4.0,5,,6,1,5.0,4.0,3.0,4,6,5,3,4,3,4,3,4,3,3,1,4,1,1,3,3,3,4,1,4,2,4,5,4,3,3,1,1,1,2,1,18.0,2.2,2,8,3,1,1,1,4.0,4.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3,4.0,4,6,4,4,4,1,3,3,2,3,3,3,2,3,2,3,3,6,3,2,4,2,3,1,1,2,3,0
41,0,file01,2,29,1,1,1,0,0,2,4,2,4.0,1,2,1.0,1,0,4,1,2,1.2,1,0,1,4,4,2,4,3.0,3.0,3,3.0,4,3.0,4.0,3.0,4,4.0,4,4.0,4,4,5.0,2.0,3.0,4,3,5,5,4,4,4,3,5,4,4,1,1,0,0,1,1,1,4,4,4,3,5,4,3,3,3,4,5,4,2,1,5.0,2.2,2,0,1,3,2,3,4.0,4.0,5.0,4.0,3.0,4.0,,6.0,4.0,4.0,5.0,5.0,4.0,4.0,3,5.0,4,5,3,4,3,2,4,2,3,2,2,2,3,3,3,4,4,3,3,4,6,4,2,2,3,3,3,0
42,0,fileV4,2,32,0,1,0,1,0,2,3,7,6.0,3,2,,5,4,4,5,32,12.2,3,1,5,2,5,3,3,4.0,4.0,5,6.0,4,5.0,2.0,7.0,5,6.0,6,4.0,5,3,6.0,5.0,1.0,5,6,5,6,5,5,5,5,4,4,5,1,1,5,5,6,7,6,5,5,2,5,3,5,3,4,4,2,2,3,2,1,4.0,13.3,5,7,5,1,6,4,5.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,6.0,3,4.0,5,5,5,4,5,4,6,3,4,19,6,6,6,4,6,7,6,4,5,4,3,3,4,3,1,4,3,1
43,0,final2,1,24,1,1,1,0,0,2,2,4,2.0,1,1,1.0,1,2,4,4,0,6.3,1,1,1,2,3,2,1,1.0,2.0,4,4.0,5,2.0,4.0,5.0,4,5.0,4,5.0,5,4,4.0,3.0,5.0,3,5,5,3,4,5,4,3,2,4,6,1,9,4,4,4,5,5,2,1,5,1,3,6,3,3,4,1,2,2,1,0,1.0,0.9,1,3,1,2,4,4,5.0,2.0,3.0,4.0,3.0,3.0,2.0,,2.0,3.0,4.0,2.0,3.0,2.0,3,4.0,3,3,4,4,3,4,2,3,2,11,3,4,2,3,3,2,1,5,2,2,4,3,2,3,4,5,4,1
44,0,FP1607,2,28,1,1,0,0,0,1,2,3,4.0,1,2,2.0,2,4,1,0,19,1.6,1,8,2,2,4,4,4,3.0,7.0,5,6.0,3,5.0,1.0,5.0,7,7.0,7,1.0,6,1,6.0,7.0,1.0,7,7,5,5,6,6,5,6,5,5,4,2,13,5,5,7,6,6,6,4,3,6,3,6,3,2,1,3,3,3,2,0,33.0,21.9,5,24,5,3,1,3,5.0,4.0,3.0,3.0,3.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,3,5.0,7,6,6,3,4,4,3,5,4,11,6,6,6,7,7,7,5,3,4,2,4,3,6,3,5,2,3,0
45,0,GI2105,1,23,1,1,1,0,0,1,3,3,4.0,3,1,1.0,1,2,4,1,8,1.0,1,0,1,3,3,3,2,2.0,4.0,3,3.0,5,3.0,3.0,3.0,4,5.0,5,3.0,7,3,4.0,6.0,4.0,6,4,5,4,5,5,2,1,1,2,3,1,3,3,2,3,2,5,3,1,6,2,3,6,4,2,3,2,2,1,1,1,8.0,1.3,2,1,2,3,6,1,,1.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3,3.0,3,2,2,5,5,2,4,2,3,0,1,1,1,2,1,1,3,6,3,1,5,4,2,3,2,2,2,1
46,0,GL1902,1,32,0,0,1,1,0,2,3,2,4.0,3,3,1.0,2,0,5,2,0,3.0,2,3,1,4,6,4,3,,6.0,3,6.0,3,2.0,7.0,5.0,5,4.0,4,3.0,3,4,3.0,4.0,5.0,3,6,5,5,5,6,4,2,2,4,5,1,3,0,0,3,2,3,4,4,4,3,3,3,5,3,2,3,2,4,1,1,0.0,2.7,1,1,2,2,6,4,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,3,4.0,5,4,5,7,7,2,3,3,2,2,1,2,1,1,3,1,5,5,3,5,3,4,3,2,1,3,3,0
47,0,GO0601,2,25,1,0,0,0,0,2,4,3,2.0,1,1,2.0,3,0,4,1,2,1.6,2,15,2,2,3,3,2,2.0,2.0,4,2.0,1,2.0,7.0,2.0,2,2.0,2,7.0,1,7,1.0,4.0,5.0,3,2,5,1,3,3,3,3,5,5,5,1,0,0,0,1,1,1,3,5,4,6,2,3,3,4,4,3,3,3,1,1,2.0,2.8,1,3,1,3,5,3,5.0,4.0,5.0,3.0,4.0,1.0,3.0,1.0,4.0,1.0,,5.0,3.0,4.0,3,2.0,2,3,4,3,3,1,1,1,2,3,4,2,3,3,4,3,3,4,5,4,3,4,2,3,4,4,3,1
48,0,GR0702,2,27,1,0,0,1,0,2,4,3,99.0,4,1,2.0,2,3,5,5,10,3.1,2,2,2,4,4,5,4,4.0,2.0,5,5.0,4,3.0,3.0,5.0,6,2.0,5,5.0,5,4,3.0,2.0,5.0,3,4,2,7,7,5,5,2,2,3,2,2,5,5,5,5,5,4,3,2,5,3,3,4,4,5,4,1,1,4,1,1,,1.9,2,0,2,4,6,1,4.0,4.0,4.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,5.0,3,4.0,5,4,6,7,7,3,3,3,3,6,5,5,7,5,3,4,3,5,4,4,5,3,3,2,4,5,5,1
49,0,GU1412,1,28,1,1,1,0,0,2,3,3,2.0,2,2,3.0,2,1,5,3,3,2.5,3,0,3,2,4,3,4,2.0,5.0,4,6.0,5,5.0,4.0,5.0,4,4.0,6,5.0,5,4,5.0,7.0,3.0,4,4,5,5,5,6,5,4,4,4,4,1,0,3,2,4,3,5,3,3,4,3,3,5,5,3,3,3,2,3,2,1,19.0,4.6,5,6,4,4,5,1,6.0,6.0,4.0,5.0,6.0,5.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,4.0,3,3.0,2,3,4,4,4,4,4,2,3,3,4,6,3,4,5,5,3,4,3,3,5,3,3,4,2,4,3,0
50,0,gui102,2,27,1,0,0,0,0,1,3,2,1.0,3,1,3.0,3,2,4,3,32,1.5,3,3,3,2,5,5,5,5.0,5.0,5,5.0,5,5.0,5.0,5.0,5,5.0,5,5.0,5,5,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,1,0,2,2,5,5,5,4,5,5,5,5,5,5,1,1,4,3,3,2,0,11.0,11.5,5,19,5,1,1,1,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,,4.0,3.0,5.0,3,5.0,6,7,4,3,3,2,3,2,2,4,2,1,4,3,3,3,2,4,5,4,4,4,2,4,4,1,1,1
51,0,GY2412,2,30,1,0,0,0,0,2,3,4,3.0,1,1,4.0,3,4,2,0,7,5.9,3,3,4,1,2,4,3,3.0,3.0,6,4.0,5,3.0,4.0,6.0,4,3.0,3,5.0,4,2,4.0,5.0,4.0,5,5,5,4,6,3,4,3,3,5,3,6,9,5,5,6,6,5,3,6,3,5,2,6,2,4,3,2,3,2,1,1,10.0,2.2,3,2,3,2,3,4,6.0,4.0,3.0,4.0,4.0,4.0,6.0,6.0,7.0,,5.0,5.0,5.0,5.0,3,3.0,4,3,5,4,4,3,4,2,3,16,6,5,5,7,6,6,2,5,4,4,4,7,2,3,5,4,4,1
52,0,HA0406,2,27,1,0,0,1,0,1,3,3,2.0,2,1,3.0,3,0,5,2,10,7.8,2,9,3,4,3,2,3,4.0,3.0,3,5.0,5,3.0,4.0,3.0,3,4.0,3,5.0,6,2,5.0,6.0,5.0,4,3,5,3,4,4,4,2,3,4,4,1,0,1,1,2,2,3,3,5,2,5,4,3,6,4,4,3,2,3,1,1,5.0,2.8,2,1,3,2,1,1,5.0,5.0,6.0,,6.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3,5.0,3,4,3,2,3,3,2,4,1,1,1,1,2,4,2,2,5,4,5,5,6,3,2,3,4,5,5,1
53,0,HA1704,2,29,1,1,0,0,0,2,3,3,3.0,1,2,1.0,1,3,3,4,14,2.8,2,0,1,1,4,4,4,4.0,3.0,4,5.0,5,4.0,4.0,4.0,5,4.0,4,4.0,5,5,4.0,5.0,5.0,6,4,5,7,7,7,7,6,5,5,5,1,1,3,4,4,3,5,4,2,7,1,4,4,4,2,2,5,4,2,2,1,10.0,3.7,3,6,3,3,3,1,5.0,5.0,3.0,5.0,3.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,3,5.0,6,5,5,5,5,4,2,4,3,1,4,3,3,4,6,4,3,7,3,6,3,3,2,4,3,3,2,1
54,0,HA2508,2,24,1,1,0,1,0,1,3,3,6.0,2,2,2.0,2,0,4,2,18,3.1,3,4,2,4,4,4,5,4.0,4.0,5,4.0,3,5.0,7.0,3.0,3,1.0,3,5.0,4,6,4.0,3.0,4.0,4,4,2,5,5,7,3,3,5,3,6,1,1,0,0,2,1,2,5,4,3,4,4,4,4,4,3,4,3,5,2,1,11.0,6.1,4,5,5,3,3,3,3.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,3,6.0,5,5,6,5,6,3,4,3,2,4,1,1,1,2,1,2,5,5,4,1,5,3,4,4,5,3,3,1
55,0,HI0704,0,30,0,1,1,0,0,3,4,5,1.0,3,2,2.0,2,0,5,1,5,8.1,2,4,2,2,4,4,4,3.0,4.0,5,5.0,3,4.0,7.0,3.0,4,3.0,4,5.0,6,4,4.0,4.0,,4,3,5,3,4,5,2,3,2,3,3,1,1,0,0,4,2,2,5,1,6,2,3,4,5,4,3,5,4,3,2,1,25.0,3.7,3,5,3,2,2,1,3.0,3.0,3.0,4.0,3.0,6.0,7.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,3,2.0,3,3,3,5,4,4,4,3,5,3,2,2,2,3,2,2,5,6,4,5,4,4,2,3,3,4,4,0
56,0,HN2409,0,27,1,0,1,1,0,1,3,3,5.0,4,3,3.0,2,1,4,3,30,4.6,3,5,3,2,6,4,4,4.0,7.0,6,5.0,1,5.0,6.0,3.0,4,4.0,3,6.0,3,4,3.0,5.0,6.0,5,5,5,5,6,6,5,3,4,3,3,1,11,2,2,4,3,4,6,2,4,3,4,4,4,2,3,3,2,2,3,1,10.0,3.1,1,4,2,1,1,2,7.0,7.0,6.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,6.0,2.0,3.0,2.0,3,4.0,4,4,3,4,3,4,3,4,4,8,5,3,4,4,4,5,3,4,3,4,5,4,3,3,4,3,4,1
57,0,HT0303,1,23,1,0,1,0,0,1,3,3,1.0,2,1,,4,3,3,3,21,8.9,4,3,5,4,6,5,3,3.0,3.0,6,6.0,4,6.0,2.0,5.0,6,5.0,5,3.0,4,2,4.0,6.0,3.0,6,4,5,4,5,6,5,4,5,3,5,1,8,3,2,4,5,4,4,2,6,4,4,3,3,4,3,5,4,3,1,1,1.0,7.1,2,0,2,2,6,3,3.0,3.0,5.0,4.0,4.0,2.0,4.0,6.0,4.0,4.0,4.0,6.0,4.0,1.0,3,4.0,6,4,6,4,4,4,3,4,2,2,5,6,6,3,5,5,4,5,3,4,5,3,3,2,2,5,4,0
58,0,HTX322,2,25,0,1,0,0,0,2,1,3,4.0,2,2,3.0,1,0,2,2,1,4.4,2,5,3,4,2,2,1,3.0,1.0,4,3.0,6,3.0,5.0,4.0,5,5.0,5,6.0,3,3,5.0,5.0,5.0,4,5,5,5,6,7,5,4,2,3,3,1,1,0,0,2,3,2,3,3,5,4,2,6,2,3,2,3,2,3,2,1,19.0,3.3,3,5,3,3,5,3,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,7.0,4.0,3,6.0,5,4,4,5,5,3,1,2,1,3,2,2,3,4,2,2,4,3,2,2,6,1,5,1,4,3,3,0
59,0,HU2311,2,25,0,1,0,0,0,2,4,2,4.0,1,2,3.0,2,4,3,0,11,1.9,2,6,3,4,6,5,5,5.0,4.0,3,4.0,3,5.0,4.0,5.0,6,3.0,6,6.0,5,3,6.0,5.0,4.0,7,4,5,5,4,4,4,4,4,4,4,1,11,5,5,6,5,6,5,6,3,4,5,2,6,2,2,4,4,4,2,1,13.0,2.3,2,1,4,2,5,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3,4.0,4,4,4,6,4,4,4,4,4,4,5,3,4,4,4,3,4,4,4,4,4,4,2,2,2,3,4,0
60,0,IL2009,0,30,0,0,1,1,0,1,3,3,2.0,2,3,3.0,3,1,4,4,11,3.7,2,8,3,4,3,4,2,3.0,5.0,5,5.0,2,4.0,4.0,5.0,5,4.0,5,4.0,4,4,4.0,4.0,5.0,5,3,5,4,3,4,3,4,4,7,5,1,1,1,3,2,2,4,4,5,4,6,4,5,4,3,4,5,4,5,3,1,8.0,3.9,4,10,4,2,1,1,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,,3.0,2.0,2.0,2.0,3,6.0,6,7,6,5,6,3,4,4,4,7,4,4,4,4,2,4,5,5,2,5,3,5,4,2,4,4,4,0
61,0,IO3107,2,33,0,0,1,1,0,2,4,3,4.0,3,3,4.0,4,3,1,0,10,2.4,3,6,4,4,3,2,4,2.0,3.0,6,4.0,5,2.0,3.0,4.0,5,6.0,6,3.0,6,3,6.0,6.0,2.0,3,5,5,4,5,5,5,7,6,5,6,1,2,5,5,4,5,5,3,5,3,4,4,4,2,2,2,3,2,3,2,1,7.0,9.3,3,3,3,4,2,1,4.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3,3.0,2,4,3,3,3,3,4,3,3,4,3,4,5,2,5,3,4,5,5,1,7,1,4,5,5,3,3,1
62,0,IS0202,2,25,1,0,1,0,0,2,3,3,2.0,2,1,2.0,2,1,4,5,8,2.4,2,6,2,4,4,3,3,4.0,3.0,5,5.0,2,4.0,2.0,4.0,6,4.0,5,5.0,4,2,4.0,5.0,3.0,4,7,5,5,5,3,6,3,4,6,5,2,1,3,2,4,4,2,4,5,1,5,4,4,3,3,2,3,4,3,1,1,6.0,3.1,3,4,3,2,1,3,4.0,5.0,6.0,4.0,5.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,3,3.0,4,4,4,3,2,4,4,2,3,8,6,6,7,6,5,6,6,4,6,2,6,3,2,3,2,3,2,0
63,0,JZ1112,2,28,1,1,0,1,0,1,2,2,4.0,2,2,3.0,2,1,4,2,14,2.8,2,0,2,2,3,3,1,2.0,3.0,2,3.0,5,3.0,5.0,2.0,4,4.0,5,6.0,3,5,2.0,2.0,4.0,2,4,5,5,5,6,4,3,4,4,3,1,1,2,1,3,3,3,3,5,4,3,3,4,5,2,2,3,5,2,2,1,8.0,4.4,4,11,3,4,3,2,5.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,,5.0,2.0,3.0,3.0,3,5.0,4,5,5,3,3,3,3,1,3,17,3,3,2,4,6,3,5,2,4,3,4,4,3,4,2,3,3,0
64,0,KE0911,2,26,1,0,1,0,0,2,4,1,3.0,2,1,3.0,3,1,3,1,2,5.1,2,6,3,2,3,5,3,3.0,1.0,4,3.0,4,4.0,4.0,4.0,6,5.0,4,4.0,3,2,4.0,5.0,4.0,6,4,5,5,4,5,6,6,5,6,5,1,0,1,0,2,1,4,4,4,4,4,4,3,4,5,4,2,2,4,1,1,3.0,3.1,2,2,3,4,3,1,6.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3,4.0,5,4,3,4,4,4,4,3,5,4,3,2,5,4,3,4,5,4,5,5,3,6,4,3,5,4,4,0
65,0,KE2201,2,28,0,1,1,1,0,2,3,3,5.0,1,2,3.0,3,2,4,2,6,4.8,3,1,2,3,5,5,5,5.0,5.0,5,5.0,5,5.0,5.0,5.0,5,5.0,5,5.0,5,5,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,1,1,2,1,5,5,5,3,5,5,5,5,5,5,3,3,3,3,2,1,1,1.0,2.5,3,0,2,2,2,2,5.0,3.0,5.0,3.0,5.0,3.0,5.0,6.0,6.0,6.0,4.0,2.0,5.0,5.0,3,,4,5,4,4,4,4,3,2,4,3,4,4,5,3,4,5,5,5,4,3,4,3,4,3,5,4,3,0
66,0,KF0603,2,28,0,1,0,0,0,3,3,2,1.0,3,2,2.0,2,1,4,2,5,3.5,2,1,2,5,3,2,3,2.0,2.0,4,4.0,2,4.0,6.0,2.0,3,3.0,5,5.0,3,4,2.0,1.0,6.0,3,4,5,5,4,5,4,3,2,3,3,1,2,1,0,3,1,4,2,4,4,5,3,7,3,4,3,4,3,3,2,1,5.0,2.1,2,5,2,3,6,1,5.0,5.0,7.0,6.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,7.0,3,4.0,4,5,3,6,7,5,3,3,4,0,1,1,1,3,1,2,4,6,4,5,3,5,4,3,3,3,3,1
67,0,KH2211,2,24,0,0,1,1,0,1,3,3,5.0,1,4,2.0,1,0,3,3,4,1.5,1,4,2,4,3,4,4,3.0,2.0,4,2.0,2,3.0,4.0,4.0,4,4.0,6,2.0,4,4,2.0,4.0,4.0,4,2,5,3,5,6,4,4,3,4,4,1,3,1,2,4,3,3,4,3,2,4,3,4,4,5,4,3,3,3,4,1,19.0,4.6,3,3,3,5,3,4,4.0,5.0,5.0,4.0,4.0,3.0,,5.0,7.0,5.0,6.0,4.0,3.0,5.0,3,4.0,5,4,4,7,7,5,3,6,3,3,3,3,2,4,5,5,5,3,4,4,4,4,5,4,3,5,4,0
68,0,KO0809,2,29,1,1,0,1,0,2,3,3,1.0,1,2,3.0,2,3,5,4,6,2.8,2,7,3,3,3,4,3,3.0,5.0,4,5.0,3,3.0,6.0,3.0,3,4.0,5,4.0,3,5,5.0,2.0,3.0,3,3,5,6,5,6,5,5,3,5,6,1,0,3,2,4,3,5,4,3,4,3,3,6,2,2,2,4,4,5,1,0,6.0,3.8,3,5,3,4,5,3,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3,6.0,4,7,5,5,5,4,5,3,3,13,6,5,5,6,6,5,3,5,5,2,6,3,4,4,4,3,3,1
69,0,kpi100,2,30,0,1,0,1,0,2,1,2,2.0,4,4,3.0,2,0,5,2,14,5.9,2,3,3,5,1,3,2,2.0,2.0,1,3.0,5,2.0,5.0,5.0,5,3.0,3,5.0,4,6,4.0,5.0,5.0,2,4,7,3,3,4,3,4,5,4,3,1,0,0,1,4,2,3,2,6,3,5,4,6,4,3,3,2,3,2,4,1,2.0,0.9,1,1,1,4,2,1,7.0,7.0,7.0,5.0,6.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3,5.0,3,3,2,4,3,4,4,2,5,3,1,1,1,2,3,1,3,5,4,4,3,5,2,2,4,4,4,0
70,0,KS1712,0,26,0,1,0,0,0,2,3,2,1.0,3,2,3.0,3,1,5,1,20,3.7,2,3,2,4,5,5,4,4.0,4.0,4,4.0,4,3.0,2.0,6.0,5,5.0,5,4.0,6,3,7.0,4.0,2.0,5,4,5,4,4,2,3,4,4,6,3,1,0,0,1,2,3,3,4,3,7,3,1,7,2,4,2,3,3,2,2,1,16.0,2.8,2,0,2,3,1,1,5.0,4.0,6.0,5.0,7.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3,4.0,5,5,5,5,5,2,3,4,4,0,3,4,4,1,4,4,3,5,2,4,3,6,2,2,2,4,3,0
71,0,KU1609,2,26,0,0,1,0,0,2,1,3,6.0,2,3,1.0,1,2,5,5,16,2.3,1,2,1,2,6,5,4,3.0,6.0,5,5.0,2,6.0,3.0,5.0,6,4.0,6,2.0,5,1,7.0,3.0,4.0,6,5,5,4,4,5,4,3,4,3,4,1,13,2,5,3,4,5,4,7,2,5,4,3,4,3,3,2,2,3,3,1,4.0,7.8,5,5,4,3,2,1,6.0,5.0,7.0,7.0,6.0,3.0,5.0,4.0,6.0,4.0,4.0,5.0,3.0,4.0,3,3.0,3,4,3,5,4,6,5,6,3,9,3,6,5,5,6,4,6,1,6,2,5,4,3,5,2,2,2,1
72,0,KY1405,2,31,1,1,1,0,0,2,1,3,2.0,2,2,2.0,2,3,2,5,21,4.3,3,6,3,3,6,4,3,4.0,4.0,6,5.0,5,5.0,3.0,5.0,7,4.0,4,2.0,7,4,6.0,5.0,2.0,6,6,5,6,6,5,7,5,5,5,7,1,2,4,5,4,4,6,4,3,6,4,2,6,4,4,4,5,5,4,2,1,9.0,5.5,3,5,4,2,3,4,6.0,6.0,5.0,6.0,7.0,4.0,3.0,3.0,3.0,4.0,5.0,7.0,6.0,6.0,7,1.0,3,2,2,3,3,5,4,3,5,7,5,5,5,3,6,5,5,3,5,3,5,2,2,3,3,5,4,0
73,0,KY2204,0,32,1,0,0,0,0,1,1,5,1.0,1,1,,4,4,2,5,24,22.9,5,2,5,4,6,5,5,4.0,4.0,5,5.0,3,4.0,5.0,6.0,4,4.0,5,3.0,6,2,5.0,7.0,5.0,7,7,5,5,7,5,5,5,5,6,5,1,1,5,5,6,6,7,5,3,4,3,3,4,3,4,4,2,3,2,1,1,37.0,4.2,4,5,5,4,1,3,4.0,7.0,5.0,4.0,6.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,3,2.0,2,2,3,2,3,4,2,4,2,3,4,4,4,4,5,3,3,3,4,5,5,4,2,3,3,4,3,0
74,0,LA0907,2,26,0,1,0,0,0,2,4,3,6.0,2,2,2.0,2,2,2,3,5,2.2,1,3,2,2,3,3,3,3.0,3.0,3,3.0,3,3.0,3.0,3.0,3,3.0,3,3.0,3,3,3.0,3.0,3.0,3,3,5,3,3,3,3,3,3,3,3,1,2,1,2,3,3,3,4,3,3,3,3,3,3,4,4,5,4,4,2,1,8.0,3.6,3,2,3,3,5,2,5.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,3,3.0,5,4,5,6,6,5,2,3,4,2,3,2,3,3,3,3,2,6,3,3,5,2,4,6,5,4,4,1
75,0,LE0904,1,25,1,1,0,0,0,1,2,3,2.0,2,2,2.0,2,0,3,3,8,3.0,2,0,3,4,3,3,2,3.0,3.0,4,5.0,2,3.0,3.0,4.0,3,6.0,5,3.0,6,3,5.0,3.0,4.0,5,5,5,5,6,7,6,3,2,3,3,1,0,1,1,3,3,4,4,4,4,4,1,5,2,4,4,2,3,3,2,1,5.0,3.8,3,4,2,3,2,3,5.0,7.0,5.0,4.0,7.0,5.0,4.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,3,4.0,3,4,4,4,3,3,4,3,4,2,2,4,3,3,4,3,5,5,4,3,5,3,3,4,3,4,4,0
76,0,LE1804,2,24,1,0,0,0,0,2,2,3,4.0,3,1,3.0,4,2,3,5,7,2.4,3,1,3,4,2,3,2,3.0,3.0,3,3.0,3,3.0,6.0,2.0,4,4.0,4,4.0,5,5,4.0,1.0,2.0,4,3,5,4,5,5,5,4,3,4,2,1,3,2,4,2,4,3,3,3,4,3,3,4,2,4,3,2,2,2,1,1,0.0,0.9,1,0,2,5,2,4,3.0,5.0,4.0,2.0,4.0,6.0,4.0,3.0,5.0,6.0,6.0,5.0,4.0,4.0,3,4.0,3,3,3,4,4,2,5,3,3,16,6,6,7,7,5,7,3,4,3,3,4,3,1,2,3,3,3,1
77,0,LI0104,1,23,1,0,0,0,0,2,1,3,6.0,1,1,2.0,1,0,5,2,3,2.1,1,0,2,3,4,4,2,2.0,2.0,4,1.0,5,4.0,3.0,5.0,6,5.0,5,2.0,7,2,3.0,6.0,1.0,6,6,5,4,6,6,3,7,6,4,6,2,0,0,1,3,1,1,3,4,3,4,5,3,4,3,4,2,3,3,1,1,5.0,2.4,3,2,2,4,5,2,4.0,3.0,4.0,3.0,4.0,3.0,6.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,3,5.0,5,3,6,6,7,2,4,2,4,1,3,2,2,5,4,3,4,6,4,3,4,4,5,6,4,5,4,0
78,0,link01,2,23,1,1,0,0,0,1,4,1,2.0,2,2,,5,4,3,5,34,17.9,5,19,5,4,3,3,4,2.0,2.0,4,3.0,4,3.0,4.0,4.0,4,4.0,3,4.0,5,4,5.0,5.0,5.0,4,4,5,7,5,4,4,4,2,4,4,1,18,5,5,5,5,5,2,3,4,4,3,6,5,4,4,5,4,5,2,1,2.0,2.8,3,4,4,1,2,4,7.0,6.0,5.0,6.0,5.0,2.0,6.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,3,4.0,5,4,3,4,4,4,4,3,4,16,6,5,7,5,6,5,3,4,5,5,3,5,4,5,5,4,4,1
